Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2026-01-17,THAT'S NOT HOW THIS WORKS,2023,,5,,I mean Sabrina played in it so it cant be less than 5 Stars. But kinda liked it ngl,,2026-01-16
